fecha,categoria,instrumento,contrato,metrica,valor,origen,sin_sesion,hora_captura_utc
2026-08-17,sunat_importador,20602020372,,declaraciones,1,,,
2026-08-17,sunat_importador,20602020372,,fob,60685.0,,,
2026-08-17,sunat_marca,GUABIRA,,fob,85105.0,,,
2026-08-17,sunat_marca,PICHICHI,,fob,60685.0,,,
2026-08-17,sunat_marca,S/M,,fob,205477.71,,,
2026-08-17,sunat_marca,UNAGRO,,fob,13485.0,,,
2026-08-17,sunat_pais,Bolivia,BO,fob,264014.71,,,
2026-08-17,sunat_pais,Colombia,CO,fob,60685.0,,,
2026-08-17,sunat_pais,Ecuador,EC,fob,40053.0,,,
2026-08-17,sunat_total,,,total_declaraciones,13,,,
2026-08-17,sunat_total,,,total_fob_usd,364752.71,,,
2026-08-17,sunat_total,,,total_importadores,9,,,
2026-08-17,sunat_total,,,total_peso_kg,620857,,,
2026-08-18,barchart_front,Ethanol,D2F27,change,3.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,high,706.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,low,706.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,open,706.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,open_int,160.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,previous_derivado,702.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,settlement,706.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2F27,volume,10.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,change,4.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,high,706.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,low,706.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,open,706.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,open_int,160.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,previous_derivado,702.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,settlement,706.333,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2G27,volume,10.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,change,4.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,high,706.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,low,706.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,open,706.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,open_int,160.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,previous_derivado,702.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,settlement,706.667,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2H27,volume,10.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,change,12.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,high,748.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,low,748.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,open,748.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,open_int,606.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,previous_derivado,736.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,settlement,748.0,settlement_historico,,
2026-08-18,barchart_front,Ethanol,D2U26,volume,10.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,change,14.4,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,high,535.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,low,520.5,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,open,520.5,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,open_int,31857.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,previous_derivado,519.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,settlement,534.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWH27,volume,9748.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,change,12.9,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,high,531.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,low,518.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,open,518.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,open_int,15596.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,previous_derivado,517.7,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,settlement,530.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWK27,volume,4229.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,change,12.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,high,521.1,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,low,509.9,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,open,509.9,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,open_int,6810.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,previous_derivado,509.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,settlement,521.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWQ27,volume,1212.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,change,16.5,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,high,543.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,low,523.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,open,523.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,open_int,76198.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,previous_derivado,523.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,settlement,539.5,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV26,volume,16583.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,change,10.9,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,high,514.4,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,low,504.7,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,open,504.7,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,open_int,2793.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,previous_derivado,503.4,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,settlement,514.3,settlement_historico,,
2026-08-18,barchart_front,LON5,SWV27,volume,262.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,change,15.5,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,high,535.7,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,low,519.8,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,open,520.9,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,open_int,52902.0,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,previous_derivado,519.1,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,settlement,534.6,settlement_historico,,
2026-08-18,barchart_front,LON5,SWZ26,volume,15984.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,change,0.57,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,high,18.53,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,low,17.9,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,open,17.95,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,open_int,364674.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,previous_derivado,17.89,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,settlement,18.46,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH27,volume,107694.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,change,0.23,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,high,18.2,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,low,17.76,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,open,17.89,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,open_int,27737.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,previous_derivado,17.88,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,settlement,18.11,settlement_historico,,
2026-08-18,barchart_front,NY11,SBH28,volume,8174.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,change,0.46,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,high,18.09,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,low,17.55,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,open,17.65,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,open_int,132904.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,previous_derivado,17.57,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,settlement,18.03,settlement_historico,,
2026-08-18,barchart_front,NY11,SBK27,volume,60785.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,change,0.36,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,high,17.75,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,low,17.27,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,open,17.39,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,open_int,99032.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,previous_derivado,17.34,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,settlement,17.7,settlement_historico,,
2026-08-18,barchart_front,NY11,SBN27,volume,46386.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,change,0.6,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,high,17.59,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,low,16.89,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,open,16.93,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,open_int,462160.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,previous_derivado,16.87,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,settlement,17.47,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV26,volume,161749.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,change,0.3,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,high,17.82,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,low,17.36,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,open,17.5,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,open_int,58253.0,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,previous_derivado,17.45,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,settlement,17.75,settlement_historico,,
2026-08-18,barchart_front,NY11,SBV27,volume,23039.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,change,0.4,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,high,80.43,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,low,79.16,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,open,79.58,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,open_int,96614.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,previous_derivado,79.33,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,settlement,79.73,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLF27,volume,25774.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,change,0.4,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,high,79.01,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,low,77.83,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,open,78.2,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,open_int,54203.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,previous_derivado,78.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,settlement,78.4,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLG27,volume,16296.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,change,0.44,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,high,85.94,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,low,84.57,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,open,84.98,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,open_int,50234.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,previous_derivado,84.5,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,settlement,84.94,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLU26,volume,90110.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,change,0.32,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,high,85.07,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,low,83.77,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,open,84.1,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,open_int,271808.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,previous_derivado,83.74,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,settlement,84.06,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLV26,volume,208183.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,change,0.31,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,high,83.63,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,low,82.33,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,open,82.79,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,open_int,153256.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,previous_derivado,82.41,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,settlement,82.72,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLX26,volume,78573.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,change,0.37,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,high,82.03,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,low,80.69,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,open,80.93,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,open_int,209783.0,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,previous_derivado,80.83,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,settlement,81.2,settlement_historico,,
2026-08-18,barchart_front,Petroleo,CLZ26,volume,75700.0,settlement_historico,,
2026-08-19,barchart_curva,Ethanol,D2F27,intradia,706,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Ethanol,D2G27,intradia,706.333,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Ethanol,D2H27,intradia,706.667,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Ethanol,D2U26,intradia,748,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWH27,intradia,534.9,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWK27,intradia,531.9,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWQ27,intradia,522,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWV26,intradia,541.8,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWV27,intradia,513,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,LON5,SWZ26,intradia,535.5,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBH27,intradia,18.52,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBH28,intradia,18.19,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBK27,intradia,18.07,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBN27,intradia,17.74,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBV26,intradia,17.54,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,NY11,SBV27,intradia,17.78,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLF27,intradia,80.23,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLG27,intradia,78.8,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLU26,intradia,85.78,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLV26,intradia,84.86,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLX26,intradia,83.41,captura_vivo_hora_desconocida,,
2026-08-19,barchart_curva,Petroleo,CLZ26,intradia,81.76,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2F27,previous_derivado,706.0,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2F27,settlement,709.667,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2G27,previous_derivado,706.333,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2G27,settlement,710.0,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2H27,previous_derivado,706.667,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2H27,settlement,710.333,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2U26,change,12,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,high,748,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,intradia,748,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,low,748,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,open,0,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,open_int,596,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,previous,736,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Ethanol,D2U26,previous_derivado,748.0,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2U26,settlement,745.0,settlement_historico,,
2026-08-19,barchart_front,Ethanol,D2U26,volume,10,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWH27,previous_derivado,534.0,settlement_historico,,
2026-08-19,barchart_front,LON5,SWH27,settlement,534.8,settlement_historico,,
2026-08-19,barchart_front,LON5,SWK27,previous_derivado,530.6,settlement_historico,,
2026-08-19,barchart_front,LON5,SWK27,settlement,531.7,settlement_historico,,
2026-08-19,barchart_front,LON5,SWQ27,previous_derivado,521.0,settlement_historico,,
2026-08-19,barchart_front,LON5,SWQ27,settlement,521.9,settlement_historico,,
2026-08-19,barchart_front,LON5,SWV26,change,2.3,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,high,544.5,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,intradia,541.8,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,low,534.4,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,open,542,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,open_int,76198,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,previous,539.5,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV26,previous_derivado,539.5,settlement_historico,,
2026-08-19,barchart_front,LON5,SWV26,settlement,542.2,settlement_historico,,
2026-08-19,barchart_front,LON5,SWV26,volume,4280,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,LON5,SWV27,previous_derivado,514.3,settlement_historico,,
2026-08-19,barchart_front,LON5,SWV27,settlement,515.2,settlement_historico,,
2026-08-19,barchart_front,LON5,SWZ26,previous_derivado,534.6,settlement_historico,,
2026-08-19,barchart_front,LON5,SWZ26,settlement,535.7,settlement_historico,,
2026-08-19,barchart_front,NY11,SBH27,previous_derivado,18.46,settlement_historico,,
2026-08-19,barchart_front,NY11,SBH27,settlement,18.55,settlement_historico,,
2026-08-19,barchart_front,NY11,SBH28,previous_derivado,18.11,settlement_historico,,
2026-08-19,barchart_front,NY11,SBH28,settlement,18.29,settlement_historico,,
2026-08-19,barchart_front,NY11,SBK27,previous_derivado,18.03,settlement_historico,,
2026-08-19,barchart_front,NY11,SBK27,settlement,18.13,settlement_historico,,
2026-08-19,barchart_front,NY11,SBN27,previous_derivado,17.7,settlement_historico,,
2026-08-19,barchart_front,NY11,SBN27,settlement,17.84,settlement_historico,,
2026-08-19,barchart_front,NY11,SBV26,change,0.07,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,high,17.66,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,intradia,17.54,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,low,17.35,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,open,17.5,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,open_int,466077,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,previous,17.47,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV26,previous_derivado,17.47,settlement_historico,,
2026-08-19,barchart_front,NY11,SBV26,settlement,17.55,settlement_historico,,
2026-08-19,barchart_front,NY11,SBV26,volume,24356,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,NY11,SBV27,previous_derivado,17.75,settlement_historico,,
2026-08-19,barchart_front,NY11,SBV27,settlement,17.92,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLF27,previous_derivado,79.73,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLF27,settlement,79.45,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLG27,previous_derivado,78.4,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLG27,settlement,78.0,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLU26,change,0.84,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,high,86.31,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,intradia,85.78,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,low,85.11,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,open,85.42,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,open_int,50625,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,previous,84.94,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLU26,previous_derivado,84.94,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLU26,settlement,85.83,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLU26,volume,6658,captura_vivo_hora_desconocida,,
2026-08-19,barchart_front,Petroleo,CLV26,previous_derivado,84.06,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLV26,settlement,84.39,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLX26,previous_derivado,82.72,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLX26,settlement,82.81,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLZ26,previous_derivado,81.2,settlement_historico,,
2026-08-19,barchart_front,Petroleo,CLZ26,settlement,81.07,settlement_historico,,
2026-08-19,divisas,EUR a USD,,compra,1.157588,,,
2026-08-19,divisas,EUR a USD,,venta,1.157588,,,
2026-08-19,divisas,USD a COP,,compra,3135.191066,,,
2026-08-19,divisas,USD a COP,,venta,3135.191066,,,
2026-08-19,divisas,USD a PEN,,compra,3.356,,,
2026-08-19,divisas,USD a PEN,,venta,3.362,,,
2026-08-19,sunat_categoria,BLANCAS,,declaraciones,6,,,
2026-08-19,sunat_categoria,BLANCAS,,fob,296396.04,,,
2026-08-19,sunat_categoria,BLANCAS,,peso_kg,630000,,,
2026-08-19,sunat_categoria,CARBURANTE,,declaraciones,1,,,
2026-08-19,sunat_categoria,CARBURANTE,,fob,486.29,,,
2026-08-19,sunat_categoria,CARBURANTE,,peso_kg,88.35,,,
2026-08-19,sunat_categoria,ETILICO,,declaraciones,1,,,
2026-08-19,sunat_categoria,ETILICO,,fob,19222.62,,,
2026-08-19,sunat_categoria,ETILICO,,peso_kg,29110,,,
2026-08-19,sunat_categoria,RUBIAS,,declaraciones,1,,,
2026-08-19,sunat_categoria,RUBIAS,,fob,39063,,,
2026-08-19,sunat_categoria,RUBIAS,,peso_kg,87000,,,
2026-08-19,sunat_importador,20107077147,,declaraciones,1,,,
2026-08-19,sunat_importador,20107077147,,fob,19222.62,,,
2026-08-19,sunat_importador,20303585622,,declaraciones,6,,,
2026-08-19,sunat_importador,20303585622,,fob,296396.04,,,
2026-08-19,sunat_importador,20547603533,,declaraciones,1,,,
2026-08-19,sunat_importador,20547603533,,fob,486.29,,,
2026-08-19,sunat_importador,20607994456,,declaraciones,1,,,
2026-08-19,sunat_importador,20607994456,,fob,39063.0,,,
2026-08-19,sunat_marca,AGUAI,,fob,296396.04,,,
2026-08-19,sunat_marca,S/M,,fob,19708.91,,,
2026-08-19,sunat_marca,UNAGRO,,fob,39063.0,,,
2026-08-19,sunat_pais,Bolivia,BO,fob,354681.66,,,
2026-08-19,sunat_pais,DK,DK,fob,486.29,,,
2026-08-19,sunat_total,,,total_declaraciones,9,,,
2026-08-19,sunat_total,,,total_fob_usd,355167.95,,,
2026-08-19,sunat_total,,,total_importadores,4,,,
2026-08-19,sunat_total,,,total_peso_kg,746198.35,,,
2026-08-20,barchart_curva,Ethanol,D2F27,intradia,709.667,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Ethanol,D2G27,intradia,710,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Ethanol,D2H27,intradia,710.333,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Ethanol,D2U26,intradia,745,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWH27,intradia,541,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWK27,intradia,536.5,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWQ27,intradia,526.4,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWV26,intradia,552.4,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWV27,intradia,520.4,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,LON5,SWZ26,intradia,543.1,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBH27,intradia,18.77,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBH28,intradia,18.36,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBK27,intradia,18.3,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBN27,intradia,17.97,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBV26,intradia,17.8,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,NY11,SBV27,intradia,18.03,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLF27,intradia,80.67,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLG27,intradia,79.03,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLU26,intradia,88.09,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLV26,intradia,86.66,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLX26,intradia,84.66,captura_vivo_hora_desconocida,,
2026-08-20,barchart_curva,Petroleo,CLZ26,intradia,82.57,captura_vivo_hora_desconocida,,
2026-08-20,barchart_front,Ethanol,D2F27,previous_derivado,709.667,settlement_historico,,
